BuilderCompany;BuilderCompanyCode;BuilderObjectRu;BuildFinishDate;PDChangesBuildFinishDate
Строительная компания Челябинскгражданстрой, ОАО (!Застройщик!);01501;Челябинская обл.,  г. Челябинск,  Курчатовский  район, расположенный по улице Александра Шмакова, по проспекту Краснопольскому: жилой  дом   № 2(стр.) со встроенным помещением в микрорайоне №49-А жилого района №11 Краснопольской площадки №1;;
Строитель 2005, ООО (!Застройщик!);00831;"г.Красноярск, Октябрьский район, жилой дом №2 в квартале №1 жилого района ""Серебрянный"". I очередь строительства.";;
Строитель, ЗАО (!Застройщик!);926;г. Новосибирск, Калининский район, ул. Танковая, жилой дом №5;;
Строитель, ЗАО (!Застройщик!);926;г. Новосибирск, Калининский район, ул. Танковая, жилой дом №3;;
Промтехстейт, ООО (!Застройщик!);01273;Самарская область, г.Самара, Октябрьский район, Пятая просека, ( 10-й,  этап строительства);;
01273;;Самарская область, г.Самара, Октябрьский район, Пятая просека, ( 10-й,  этап строительства);;
Самарский областной фонд жилья и ипотеки, (!Застройщик!);00822;г. Самара, в границах улиц Антоново-Овсеенко, Блюхера и Советской Армии, жилой дом 1;;
Самарский областной фонд жилья и ипотеки, (!Застройщик!);00822;г. Самара, в границах улиц Антоново-Овсеенко, Блюхера и Советской Армии, жилой дом 1;;
Шард, ООО (!Застройщик!);;"Самарская обл., г.Самара, Куйбышевский район, КСП ""Волгарь"", 2 Б микрорайон, квартал 7, дом №6 ";;
Юг-2, ООО (!Застройщик!);01076;"Самарская область, Волжский район, ""МСПП совхоз имени 50-летия СССР"", жилой дом 2.7";;
Милвертин, ООО (!Застройщик!);01132;Моска, НАО, поселение Внуковское, в районе д. Ликова, жилой дом № 6;;
А101 Девелопмент, АО (!Застройщик!);;г.Москва, п.Сосенское, в районе дер.Николо-Хованское, дом №3, корпус 3.3;;
Самолет Девелопмент, ООО (!Застройщик!);;Московская область, Люберецкий район, г.Люберцы, «Жилой микрорайон в северо-восточной части г.Люберцы», квартал 2, 2-й пусковой комплекс, жилой дом №16;;
Самолет Девелопмент, ООО (!Застройщик!);;Московская область, Люберецкий район, г.Люберцы, «Жилой микрорайон в северо-восточной части г.Люберцы», квартал 2, 2-й пусковой комплекс, жилой дом №16;;
Совхоз Московский +, ООО (!Застройщик!);;г. Москва, НАО поселение Московский, пос. Московский, квартал 2, микрорайон 1, дом 7;;
Ривас МО, ООО (!Застройщик!);1832;Московская область, Красногорский район, вблизи д. Путилково, корпус 26;;
Совхоз Московский +, ООО (!Застройщик!);;г. Москва, НАО поселение Московский, пос. Московский, квартал 2, микрорайон 1, дом 7;;
Совхоз Московский +, ООО (!Застройщик!);;г. Москва, НАО поселение Московский, пос. Московский, квартал 2, микрорайон 1, дом 2;;
Аматол, ООО (!Застройщик!);910;Московская область, Ленинский район, г. Видное, жилой корпус №8;;
00826;;Московская область, район Красная горка, г. Люберцы, мкр.№12, корп.2а;;
РусСтройГарант, ООО (!Застройщик!);;Московская область, район Красная горка, г. Люберцы, мкр.№12, корп.2а;;
А101 Девелопмент, АО (!Застройщик!);;г.Москва, п.Сосенское, в районе дер.Николо-Хованское, дом №3, корпус 3.1;;
Лотан, ООО (!Застройщик!);;Московская область, Ленинский район, с.п. Булатниковское, д. Дрожжино, уч. 21-ю, поз. 14.1;;
1881;;Московская область, Ленинский район, с.п. Булатниковское, д. Дрожжино, уч. 21-ю, поз. 14.1;;
Агентство недвижимости Ключ, ООО (!Застройщик!);;М.О., г. Балашиха, 19-й км Щелковского шоссе, жилой дом поз.29;;
Научно-исследовательская проектно-производственная ассоциация Народное домостроение, (некоммерческая организация) (!Застройщик!);;г. Москва, СВАО, Северный, пос. Северный, микрорайон I-Б.1,I-Б.2, I-Б.3 и II, жилой дом корпус К-6;;
Финансово - строительная корпорация Лидер, ООО (!Застройщик!);;Московская область, Одинцовский район, г. Одинцово, улица Чистяковой, жилой дом корпус № 8;;
Мегагород, ООО (!Застройщик!);;Московская область, Ленинский муниципальный район, сельское поселение Молоковское, д. Мисайлово и д. Дальние Прудищи, 1 этап строительства: микрорайон 1 , квартал 1 , жилой дом № 1 ;;
СоюзАГРО, ООО (!Застройщик!);;Московская область, Красногорский район, вблизи дер. Путилково, жилой дом № 2;;
ЮИТ СитиСтрой, АО (!Застройщик!);1878;М.О., Одинцовский муниципальны район, с.п. Успенское, с. Успенское, уч.73, корпус 4;;
1878;;М.О., Одинцовский муниципальны район, с.п. Успенское, с. Успенское, уч.73, корпус 4;;
1878;;М.О., Одинцовский муниципальны район, с.п. Успенское, с. Успенское, уч.73, корпус 4;;
МИЦ-ИНВЕСТСТРОЙ, ООО (!Застройщик!);;Московская область, г. Балашиха, вблизи д. Павлино, корп.30;;
Аматол, ООО (!Застройщик!);910;Московская область, Ленинский район, г. Видное, жилой корпус №6;;
Брод-Эстейт, ООО (!Застройщик!);959;г. Москва, г. Щербинка, ул. Овражная, д.4;;
Научно-исследовательская проектно-производственная ассоциация Народное домостроение, (некоммерческая организация) (!Застройщик!);;г. Москва, СВАО, Северный, пос. Северный, микрорайон I-Б.1, I-Б.2, I-Б.3 и II, жилой дом корпус К-1;;
Подолино, ООО (!Застройщик!);1896;Московская область, Солнечногорский муниципальный район, сельское поселение Кутузовское, деревня Подолино, корпус 13;;
Финансово-Строительная корпорация Лидер Северо-Запад, ООО (!Застройщик!);00781;обл. Ленинградская, Всеволожский муниципальный район, Бугровское сельское поселение, пос. Бугры, микрорайон Южный, строительная позиция № 1, жилой дом №5 ;;
ЭнСиСи Вилладж, ООО (!Застройщик!);948;г. Санкт-Петербург, Аптекарский пр., дом 16, лит.Б, 1 этап строительства (секции К11-К18);;
ЛСР. Недвижимость-Северо-Запад, ООО (!Застройщик!);1855;г.Санкт-Петербург, пр. Маршала Блюхера, дом 12, лит H, 2-ой этап строительства (кор.6);;
ЮИТ Санкт-Петербург, ЗАО (!Застройщик!);;г. Санкт-Петербург, ул. Республиканская, дом 22, лит.О;;
Сэтл Инвест, ООО (!Застройщик!);474;"Многоквартирный дом по адресу: г.Санкт-Петербург, территория предприятия ""Предпортовый"", уч. 180 (Ленинские искры)";;
ЛАМ, ООО (!Застройщик!);1874;Ленинградская область, Всеволожский район, массив Кудрово, уч. 2, корпус 6;;
Развитие территорий Петербургская недвижимость, ЗАО (!Застройщик!);1934;"Ленинградская область, Всеволожский р-н, массив Кудрово, участок 2,(жилой комплекс ""Кудрово"", 12-ой пусковой комплекс), жилой дом № 12/1";;
Форум, ООО (!Застройщик!);404;г. Санкт-Петербург, Пригородный, участок 23 (пересечение Шуваловского проспекта и Парашютной улицы) (участок 1) 5 этап строительства;;
Развитие территорий Петербургская недвижимость, ЗАО (!Застройщик!);;;;
Лотан, ООО (!Застройщик!);;Московская обл.,  Ленинский муниципальный район, с/п. Булатниковское, д. Дрожжино, поз. 12.2;;
Финансово - строительная корпорация Лидер, ООО (!Застройщик!);;Московская область, Одинцовский район, г. Одинцово, улица Чистяковой, жилой дом корпус № 8;;
ЭлитКомплекс, ООО (!Застройщик!);00789;"Московская область, г. Щелково, микрорайон ""Потапово-3"", поз. 17";;
ЛСР. Недвижимость-М, АО (!Застройщик!);00814;Московская область, г. Домодедово, микрорайон Южный, жилой дом №1-3;;
Золотая звезда, ООО (!Застройщик!);;г.Москва, ВАО, район Соколиная гора, просп. Буденного, вл.51, корп.2;;
А101 Девелопмент, АО (!Застройщик!);;Москва, НАО, поселение Сосенское, в районе д. Николо-Хованское, дом №1 , корп. 1.4;;
Ривас МО, ООО (!Застройщик!);;Московская область, Красногорский район, вблизи дер. Путилково, поз.12;;
Авгур Эстейт, ПАО (!Застройщик!);00762;Москва, НАО, поселение Сосенское, пос. Коммунарка, корп. 14;;
КомфортИнвест, ООО (!Застройщик!);;Московская область, Мытищинский муниципальный район, городское поселение Пироговский, деревня Пирогово, жилой дом №18 по генплану;;
Гранель, ООО (!Застройщик!);00784;Московская область, Ленинский район, сельское поселение Булатниковское, вблизи д. Лопатино, д.26;;
Гранель, ООО (!Застройщик!);00784;обл. Московская, г. Королев, мкр. Болшево, ул. Полевая, д. 9, жилой дом поз. 12;;
А101 Девелопмент, АО (!Застройщик!);;г. Москва, НАО, поселение Сосенское, в районе д. Николо-Хованское,  д.2, корп.2.2;;
Финансово - строительная корпорация Лидер, ООО (!Застройщик!);;Московская область, Одинцовский район, г. Одинцово, улица Чистяковой, жилой дом корпус № 8;;
Совхоз Московский +, ООО (!Застройщик!);;Московская область, Ленинский муниципальный район, городское поселение Московский, город Московский, район тепличного комбината №1, 2 микрорайон жилой застройки, жилой дом №33;;
Балашиха-Сити, ООО (!Застройщик!);1733;Московская область, г. Балашиха, Западная коммунальная зона, 18км автодороги М-7 «Волга», жилой дом корпус №12;;
Трансфорт, ООО (!Застройщик!);483;Московская область, Одинцовский район, г.п. Большие Вяземы, д. Малые Вяземы, корпус №11;01.12.2016 0:00:00;31.12.2022 0:00:00
Совхоз Московский +, ООО (!Застройщик!);;;;
Инвесттраст, ООО (!Застройщик!);;;;
СоюзАГРО, ООО (!Застройщик!);;;;
ЛСР. Недвижимость - М, АО (!Застройщик!);;;;
ООО Балашиха-Сити;;;;
Реал-Сервис, ООО (!Застройщик!);;;;
Авгур Эстейт, ОАО (!Застройщик!);;;;
Главное всерегиональное строительное управление  «Центр» ;;;;
РусСтройГарант, ООО (!Застройщик!);;;;
Трансфорт, ООО (!Застройщик!);;Московская область, Одинцовский район, гп Большие Вяземы, д. Малые Вяземы, жилой дом №6, секция №3, этаж№3, кв. 101;;
Трансфорт, ООО (!Застройщик!);;Московская область, Одинцовский район, гп Большие Вяземы, д. Малые Вяземы, 12-ти этажный 6-ти секционный панельный жилой дом (корпус) №3, секция 3, на 2 этаже, № на этаже 1, строительный №50;;
Статус Лэнд, ООО (!Застройщик!);;г. Москва, НАО, поселение Сосенское, деревня Столбово, уч. №27, корп. 12, секция 5, этаж 7, условный номер квартиры 306;;
Карелстроймеханизация, ЗАО (ГК Карелстроймеханизация ) (! Застройщик !);1925;"Республика Карелия, г. Петрозаводск, мкр. ""Древлянка 5"", жилой район ""Древлянка II"", дом 13";01.09.2014 0:00:00;01.12.2015 0:00:00
ЗАО Лемминкяйнен РУС;;Тапиола;;
"Строительная компания ""Каменка"", ООО (!Застройщик!)";;г. Санкт-Петербург, Комендантский пр., участок 2 (юго-восточнее пересечения с р. Каменка);;
ЛСР. Недвижимость-Северо-Запад, ООО (ГК ЛСР) (! Застройщик !);1855;ЖК Шуваловский;;
Строительно-монтажный трест № 14, ОАО (!Застройщик!);1782;Пермский край, Пермский район, Фроловское с/п, с. Фролы, ул. Весенняя д. 7;;
ООО Балашиха-Сити;;"Московская обл., г.Балашиха, Западная коммунальная зона, 18 км автодороги М-7 ""Волга"", жилой дом корп. 11, сек. 1, 2 этаж, стр. № кв. 8";;
КВС-Сертолово, ООО (!Застройщик!);;;;
ЛАМ, ООО (!Застройщик!);1874;Ленинградская область, Всеволожский район, массив Кудрово, уч. 2, корпус 5;;
Самарский областной фонд жилья и ипотеки, (!Застройщик!);00822;"Самарская область, Волжский район, МСПП Совхоз им.50-летия СССР, жилой район ""Южный город"", жилой квартил №12, 1-й этап, ж.д.1";;
Желябово, ООО (!Застройщик!);00957;Самарская область, город Самара, Железнодорожный район, ул. Новожелябовская, жилой дом №3 ;;
Долина - Центр - С, ООО (!Застройщик!);;РФ, Самарская область, г. Самара, Красноглинский район, Московское шоссе, 23 км б/н, секции 36, 39, 40;;
Юг-1, ООО (!Застройщик!);593;Самарская область, Волжский район, МСПП совхоз им. 50-летия СССР, квартал 25, жилой дом 25-6;;
Трансгруз, ООО (!Застройщик!);;г. Самара, Октябрьский район, в границах улиц Мичурина, Лукачева, Скляренко, Врубеля;;
Форум, ООО (!Застройщик!);;г. Санкт-Петербург, Пригородный, участок 23 (пересечение Шуваловского проспекта и Парашютной улицы) (участок 1) II этап строительства;;
2057;;"обл. Ленинградская,  р-н Всеволожский, земли САОЗТ ""Ручьи"", уч.2, кадастровый номер земельного участка 47:07:0722001:2994, жилой дом (9-й этап строительства - корпус № 9)";;
ЭнСиСи Недвижимость, ООО (!Застройщик!);;"обл. Ленинградская,  р-н Всеволожский, земли САОЗТ ""Ручьи"", уч.2, кадастровый номер земельного участка 47:07:0722001:2994, жилой дом (9-й этап строительства - корпус № 9)";;
Сэтл Инвест, ООО (!Застройщик!);474;"Многоквартирный жилой дом корпус 2 по адресу: г. Санкт-Петербург, территория предприятия ""Предпортовый"", уч. 3.3. (Ленинские искры)";;
00881;;Ленинградская область, Всеволожский район, массив Кудрово, участок 2, кадастровый номер 47:07:1044001:609;;
Тин Групп, ООО (!Застройщик!);;Ленинградская область, Всеволожский район, массив Кудрово, участок 2, кадастровый номер 47:07:1044001:609;;
ООО Балашиха-Сити;;Московская область, г.Балашиха, Западная коммунальная зона, 18км автодороги М-7 «Волга», жилой дом корпус № 11;;
"ООО ""ТРАНСФОРТ"" (!Застройщик!)";;Московская область, Одинцовский район, гп Большие Вяземы, д. Малые Вяземы, 12-ти этажный 6-ти секционный панельный жилой дом, корпус 3, секция 3, этаж 6, номер на этаже 1, строительный номер квартиры 112.;;
ООО ЭнКо Инвест;;г. Москва, г. Щербинка, местечко Барыши, корпус 11, секция 5, этаж 7, номер квартиры на площадке 4;;
ООО Лотан;;Московская область, Ленинский район, сельское поселение Булатниковское, в районе д. Боброво, уч. №2, жилой дом поз. 32, секция 6, этаж 9, квартира № 351;;
"""СоюзАГРО"", ООО (!Застройщик!)";;Московская обл., Красногорский район, вблизи дер. Путилково, жилой дом №4, секция 10, этаж 1, № квартиры на площадке 1, № квартиры по проекту 1076;;
ООО Ривас МО;;Московская область, Красногорский район, вблизи дер. Путилково, корпус 37, секция 4, этаж 11, №4;;
ЗАО ЮИТ Московия;;Московская обл., г. Лыткарино, микрорайон № 4а, ул. Колхозная, корп. 2, 9 этаж, кв. 154;;
1;;Московская область, г.Железнодорожный, ул.Шестая, корп.6.1;;
ОАО Холдинговая Компания Главное Всерегиональное Строительное Управление Центр;;Московская область, г.Железнодорожный, ул.Шестая, корп.6.1;;
ОАО Холдинговая Компания Главное Всерегиональное Строительное Управление Центр;;Московская область, г. Железнодорожный, ул. Шестая, 8-секционный 17 этажный жилой дом, корп 3, секция 1, этаж 6, номер квартиры 21, номер на этаже 4;;
ООО Подолино;1;ЖК Велтон-Парк;;
ООО Лотан;;Московская область, Ленинский район, Булатниковский с.о.,вблизи д. Дрожжино, корпус 8, секция 2, этаж 2, квартира 1 ;;
ООО Подолино;;Московская обл., Солнечногорский муниципальный район, с.п. Кутузовское, д. Подолино, к. 9, сек. 1, 12 этаж, пр. № кв. 111;;
ООО Балашиха-Сити;;"Московская область, г. Балашиха, Западная коммунальная зона, 18 км автодороги М-7 ""Волга"", жилой дом";;
ООО Балашиха-Сити;;"Московская область, г. Балашиха, Западная коммунальная зона, 18 км автодороги М-7 ""Волга"", жилой дом";;
ООО Совхоз Московский+;;МО, Ленинский муниципальный район, городское поселение Московский, г.Московский, р-н тепличного комб;;
ООО Совхоз Московский+;1;Москва, НАО, поселение Московский, Московский пос., кв.2, мкр.1, жилой дом №2, секция 1, проектный №62;;
ООО Совхоз Московский+;;Москва, НАО, поселение Московский, Московский пос., кв.2, мкр.1, жилой дом №2, секция 1, проектный №;;
ООО «Гринфлайт»;;Челябинская обл., г. Челябинск, Калининский район, ул. Братьев Кашириных,129, жилой район в границах : ул. Братьев Кашириных, ул. Молодогвардейцев, набережная реки Миасс, ул. Чичерина в Калининском и Центральном районах г.Челябинска, микрорайон I, жилой дом № 1, квартира № 247;;
Гринфлайт, ООО (! Застройщик !);;Челябинская обл., г. Челябинск, Калининский район, ул. Братьев Кашириных,129, жилой район в границах : ул. Братьев Кашириных, ул. Молодогвардейцев, набережная реки Миасс, ул. Чичерина в Калининском и Центральном районах г.Челябинска, микрорайон I, жилой дом № 17, квартира № 161;;
ООО «Гринфлайт»;;Челябинская обл., г. Челябинск, Калининский район, ул. Братьев Кашириных,129, жилой район в границах;;
ООО «Гринфлайт»;;Челябинская обл., г. Челябинск, Калининский район, ул. Братьев Кашириных,129, жилой район в границах : ул. Братьев Кашириных, ул. Молодогвардейцев, набережная реки Миасс, ул. Чичерина в Калининском и Центральном районах г.Челябинска, микрорайон I, жилой дом № 17, квартира № 236;;
ТЭН, ООО (!Застройщик!);;Свердловская область, город Екатеринбург, Чкаловский р-н пересечения автомобильной дороги город Екатеринбург - аэропорт Кольцово и проектируемой ул. Славянской, (№4 ГП) - 4 очередь;;
Строительная Компания ВИРА-Строй, ООО (!Застройщик!);;Новосибирская область, г. Новосибирск, Кировский район, ул. Петухова, 95/7 стр., жилой дом №1;;
Азги, ЗАО (!Застройщик!);00952;Иркутская обл., г.Иркутск, Октябрьский район, Блок-секция №1;;
БАРНАУЛЬСКИЙ КОМБИНАТ ЖЕЛЕЗОБЕТОННЫХ ИЗДЕЛИЙ №2, АО (!Застройщик!);;;;
ООО ЛСР.Недвижимость-Северо-Запад;;VIVA;;
ООО ЛСР.Недвижимость-Северо-Запад;;VIVA;;
ООО ЛСР.Недвижимость-Северо-Запад;;Новая Охта;;
ООО ЛСР.Недвижимость-Северо-Запад;;Новая Охта;;
ООО Компания МИКК;;Паркола, кор.А;;
ООО СМУ-1 Стройбетон Амурское;12321;квартира;;
ООО ДСК КПД-Газстрой;;квартира;;
ООО ДСК КПД-Газстрой;;квартира;;
Белые росы, ООО (!Застройщик!);;"г. Красноярск, Свердловский район, район Абаканской протоки, жилой район ""Пашенный"", жилой дом № 19, кв. № 470";;
ООО ДСК КПД-Газстрой;;квартира;;
ООО Квартал;;квартира;;
ТаланПермь ООО;Б21;Пермский край, г. Пермь, Дзержинский район, ул. Подлесная, д. 43, 1я очередь;;
ЛСР. Недвижимость-Северо-Запад, ООО (ГК ЛСР) (! Застройщик !);1855;г. Санкт-Петербург, Пригородный, уч.408, кор.408.3 (Корпус 3);;
ЛСР.Недвижимость-Северо-Запад;860;VIVA;;
ООО Созидание;;ЖК Гринландия;;
ООО ЭнСиСи Недвижимость;;ЖК Эланд;;
ООО ЭнСиСи Недвижимость;;г.Санкт-Петербург, Приморский р-н, Фермское ш., дом 22, лит В., кор.10;;
ЗАО ЮИТ Санкт-Петербург;;ЖК Инкери;;
ООО Лотан;;Московская область, Ленинский муниципальный район, сельское поселение Булатниковское, влизи д. Дрожж;;
ООО Ютерра;;Московская обл., г. Мытищи, ул. Колпакова, вблизи д.39, жилой дом, сек.3, этаж 3, пр. № кв. 15;;
ООО Ривас МО;;Московская область, Красногорский район, вблизи дер. Путилково , корпус 39,секция 5, этаж 14 кв. 1 ;;
ООО Ривас МО;;Московская обл., Красногорский р-н, вблизи дер. Путилково, к.17, сек.2, 20 этаж, кв. № 172;;
ООО Ривас МО;;Московская область, Красногорский район, вблизи дер. Путилково, корпус 27, секция1, этаж 10, кв.1;;
ООО Олета;;Москва, НАО, поселение Внуковское, Рассказовка дер., уч. 13/2, в составе 2-ой очереди строительства,;;
ООО Созидание;;ЖК Гринландия;;
ООО ЛСР.Недвижимость-Северо-Запад;;ЖК Квартет;;
ООО Компания МИКК;;Паркола, кор.А;;
ООО ЛСР.Недвижимость-Северо-Запад;;ЖК Квартет;;
ООО ЛСР.Недвижимость-Северо-Запад;;Аврора-2;;
"ГК РУСЬ_ООО ""КСЦ""";113235;Россия, Краснодарский край, гор. Краснодар, Карасунский внутригородской округ, п. Знаменский, ул. Первомайская, 36, литер 6;;
"ООО ""КСЦ"" (ИП Капуста С.В.)";113235;Российская Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Бородинская, уч. 150/Б, литер 1;;
"ООО ""КСЦ"" (ИП Капуста С.В.)";113235;Российская Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Бородинская, уч. 150/Б, литер 1;;
" ГК РУСЬ_ООО ""АльфаСтройКомплекс"" (ООО ""АСК"")";2312190590;Российска Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Гидростроителей, 59, литер 2;;
" ГК РУСЬ_ООО ""АльфаСтройКомплекс"" (ООО ""АСК"")";;Российска Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Гид;;
"ГК РУСЬ_ООО ""КСЦ""";;Российская Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Бородинская, уч.150/Б, литер 1;;
"ГК РУСЬ_ООО ""КСЦ""";;Российская Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Бо;;
" ГК РУСЬ_ООО ""АльфаСтройКомплекс"" (ООО ""АСК"")";;Российская Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Автолюбителей, 1/10, литер 1;;
" ГК РУСЬ_ООО ""АльфаСтройКомплекс"" (ООО ""АСК"")";;Российская Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Ав;;
" ГК РУСЬ_ООО ""АльфаСтройКомплекс"" (ООО ""АСК"")";2312190590;Российска Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Гидростроителей, 59, литер 2;;
" ГК РУСЬ_ООО ""АльфаСтройКомплекс"" (ООО ""АСК"")";;Российска Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Гид;;
" ГК РУСЬ_ООО ""АльфаСтройКомплекс""";;Российска Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Гид;;
" ГК РУСЬ_ООО ""АльфаСтройКомплекс""";;Российска Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Гид;;
" ГК РУСЬ_ООО ""АльфаСтройКомплекс""";;Россия, Краснодарский край, гор. Краснодар, Карасунский внутригородской округ, ул. Гидростроителей, ;;
" ГК РУСЬ_ООО ""АльфаСтройКомплекс""";;Российская Федерация, Краснодарский край, гор. Краснодар, Карасунский внутригородской округ, ул. Гид;;
"ООО ""Нефтестройиндустрия-Юг""";;Российская Федерация, Краснодарский край, г. Краснодар, Западный внутригородской округ, ул. Воровско;;
"ГК РУСЬ_ООО ""КСЦ""";;Россия, Краснодарский край, гор. Краснодар, Карасунский внутригородской округ, п. Знаменский, ул. Пе;;
"ГК РУСЬ_ООО ""КСЦ""";;Краснодарский край, г. Краснодар, Карасунский внутригородской округ, п. Знаменский, ул. Первомайская;;
ООО Южная региональная строительная компания;;"Краснодарский край, город Краснодар, Карасунский внутригородской округ, улица Автолюбителей, 52, Литер ""4"", секция 2";;
АльфаСтройКомплекс, ООО (!Застройщик!);;Российская Федерация, Краснодарский край, город Краснодар, Прикубанский внутригородской округ, ул. Московская, 125, литер 1;;
Альфа Строительная Компания, ООО (!Застройщик!);431;Краснодарский край, г. Краснодар, Карасунский внутригородской округ, ул. Автолюбителей, 1/7, 1 этап литер 1;;
АльфаСтройКомплекс, ООО (!Застройщик!);1783;Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Автолюбителей, 1/10, литер 1;;
Строительное управление - 5 ЮгСтройИнвест Кубань, ООО (!Застройщик!);;Краснодарский край, г. Краснодар, Прикубанский внутригородской округ, ул. им. Героя Яцкова И.В., литер 1;;
00828;;Краснодарский край, г. Краснодар, Прикубанский внутригородской округ, ул. им. Героя Яцкова И.В., литер 1;;
Альфа Строительная Компания, ООО (!Застройщик!);431;Краснодарский край, г. Краснодар, Карасунский внутригородской округ, ул. Автолюбителей, 1/7, 1 этап литер 1;;
Альфа Строительная Компания, ООО (!Застройщик!);431;Краснодарский край, г. Краснодар, Карасунский внутригородской округ, ул. Уральская, д.75,  литер 1;;
Стройзаказчик, ООО (!Застройщик!);;Российская Федерация, Краснодарский край, город-курорт Анапа, ул.Астраханская/Объездная, литер 3;;
Альфа Строительная Компания, ООО (!Застройщик!);;Российская Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул.Уральская,75, первый этап литер 2;;
"ГК РУСЬ_ООО ""КСЦ""";;Российская Федерация, Краснодарский край, город Краснодар, Карасунский внутригородской округ, ул. Бородинская, уч. 150/Б, литер 2;;
"ЗАО ""ЛСР. Недвижимость-Урал""";;Свердловская область, г. Екатеринбург, Орджоникидзевский район, жилой дом № 22 (по ГП) в границах ул;;
Универсальная строительная компания Надежда, ООО (!Застройщик!);00776;"Брянская обл., г. Брянск, Советский район, территория бывшего аэропорта , 16 этажный жилой дом со встроенными помещениями поз. 6 , микрорайон ""Аэропорт"" в Советском районе г. Брянска, 1 этап строительства ";;
ПИК - Верхняя Волга, ЗАО (!Застройщик!);;"Ярославская обл., г.Ярославль, микрорайон №5, жилой район ""Сокол"", жилой дом (стр.№15)";;
ПИК - Верхняя Волга, ЗАО (!Застройщик!);;"Ярославская обл., г.Ярославль, микрорайон №5, жилой район ""Сокол"", жилой дом (стр.№15)";;
ООО Инстеп;;г. Воронеж, ул. 45 Стрелковой дивизии, д. 226;;
ООО Инстеп;;г. Воронеж, ул. 45 Стрелковой дивизии, д. 226;;
Валл, ООО (!Застройщик!);00940;Тульская область, г.Тула, ул.Павшинский мост в Привокзальном районе, жилой дом №5;;
Стройкомплект, ООО (!Застройщик!);;Тульская область, г. Тула, Привокзальный район, по просп. Ленина, д. 116 поз.7 (микрорайон «Зеленстрой-2»);;
Инстеп, ООО (!Застройщик!);;г. Курск, южная часть микрорайона №4 юго-западного жилого района  - II, 1 очередь строительства , жилой дом  поз. 3;;
Глобус - 98, ООО (!Застройщик!);;г. Липецк,  жилой район «Елецкий» в Советском округе, жилое здание №II-8;;
678;;г. Липецк,  жилой район «Елецкий» в Советском округе, жилое здание №II-8;;
Воронежское монтажное управление – 2, ООО (!Застройщик!);01010;г. Воронеж, ул. Сельская, 2м. поз.13  ;;
01010;;г. Воронеж, ул. Сельская, 2м. поз.13  ;;
Энергия, ООО (!Застройщик!);;г. Воронеж, ул. Ворошилова, д.1а,(4 очередь строительства);;
00907;;г. Воронеж, ул. Ворошилова, д.1а,(4 очередь строительства);;
Гарант-жилье, ООО (!Застройщик!);00899;г. Смоленск, ул. Маршала Еременко (старый карьер) ,  1 очередь строительства строительный номер дома по генплану №8;;
Выбор, ООО (!Застройщик!);1811;г. Воронеж, ул. Беговая, д. 219, 219 в,д,е,ж, жилой дом поз 1,2,3, поз. 3, 1 этап;;
Выбор, ООО (!Застройщик!);1811;г. Воронеж, ул Беговая, 219,219 в,д,е,ж, жилой дом поз. 1,2,3 - поз 2, II этап;;
Домостроительный комбинат, ОАО (!Застройщик!);;г. Липецк, Октябрьский округ, ул. 50 лет НЛМК, владение 2а, жилое здание №3;;
Самарский Проект, ООО (!Застройщик!);427;г. Самара, Октябрьский  район, в границах улиц Ново-Садовой, Луначарского, проспекта Ленина, кадастровый номер зем. участка 63:01:0607010:38;;
Юг-2, ООО (!Застройщик!);01076;Самарская область, Волжский район, сельское поселение Лопатино, поселок Придорожный, микрорайон Южный Город, квартал 4, 5-я очередь, ж.д.4.8;;
Самарский Проект, ООО (!Застройщик!);;г. Самара, Октябрьский  район, в границах улиц Ново-Садовой, Луначарского, проспекта Ленина, кадастровый номер зем. участка 63:01:0607010:38;;
ООО Финстрой;05209;Самарская область, г. Самара,  Красноглинский район, пос.Мехзавод, квартал 1, 1 очередь: Блок-секции №7 по ГП;;
ООО Великран-Инвест;;г. Самара, Октябрьский район, в границах Московского шоссе, переулка Тупого, проспекта Карла Маркса, улицы Ивана Булкина, здание №2, секции 5-8;;
Первая жилищная компания, ООО (!Застройщик!);01290;Самарская область, г.Самара, Промышленный район, ул.Физкультурная, жилой дом №1 (стр.);;
Промтехстейт, ООО (!Застройщик!);01273;Российская Федерация, Самарская область, город Самара, Октябрьский район, Пятая просека, 5 этап строительства ;;
